DEPTH,AC,CAL,CNL,DEN,DEN_QYZ,DEN_QYZ_S,GR,GR_QYZ,GR_QYZ_S,ILD,ILM,LL8,RLLD,RLLD_QYZ,RLLD_QYZ_S,RLLS,RPL,SP,SP_S,LAYER,FACIES
1079.9,103.864,10.256,26.072,1.92,1.92,2.354,84.007,84.007,100.156,3.614,2.909,4.113,3.004,3.004,2.771,3.05,24.707,74.947,81.376,P1011,J
1079.95,102.703,10.212,25.791,1.924,1.924,2.359,82.976,82.976,99.459,3.779,3.019,4.169,3.233,3.233,2.91,3.105,24.262,74.965,81.396,P1011,J
1080.0,101.472,10.172,25.577,1.927,1.927,2.362,81.945,81.945,98.763,3.944,3.192,4.545,3.462,3.462,3.049,3.339,24.262,74.983,81.415,P1011,J
1080.05,100.241,10.088,25.389,1.929,1.929,2.365,80.744,80.744,97.952,4.109,3.192,4.92,3.744,3.744,3.22,3.339,24.262,74.679,81.087,P1011,J
1080.1,99.229,9.971,25.171,1.933,1.933,2.369,79.543,79.543,97.141,4.274,3.313,5.105,4.027,4.027,3.391,3.59,24.262,74.376,80.758,P1011,J
1080.15,98.447,9.844,24.956,1.939,1.939,2.376,79.213,79.213,96.918,4.439,3.502,5.2,4.385,4.385,3.608,3.791,23.391,74.14,80.503,P1011,J
1080.2,97.485,9.708,24.813,1.944,1.944,2.382,79.756,79.756,97.285,4.604,3.703,5.2,4.82,4.82,3.871,4.076,23.391,73.973,80.322,P1011,J
1080.25,96.04,9.567,24.741,1.946,1.946,2.384,80.298,80.298,97.651,4.769,3.772,5.297,5.254,5.254,4.134,4.151,22.967,73.806,80.141,P1011,J
1080.3,94.434,9.45,24.679,1.947,1.947,2.385,80.992,80.992,98.119,4.934,4.063,5.395,5.82,5.82,4.477,4.544,24.705,73.307,79.6,P1011,J
1080.35,93.305,9.383,24.589,1.946,1.946,2.384,81.686,81.686,98.588,5.099,4.296,5.497,6.385,6.385,4.82,4.976,26.587,72.808,79.06,P1011,J
1080.4,92.769,9.35,24.471,1.941,1.941,2.378,82.192,82.192,98.93,5.264,4.459,6.481,6.958,6.958,5.167,5.35,30.209,72.348,78.562,P1011,J
1080.45,92.341,9.319,24.302,1.937,1.937,2.374,82.511,82.511,99.145,5.368,4.627,7.204,7.538,7.538,5.518,5.752,37.642,71.927,78.107,P1011,J
1080.5,91.707,9.284,24.049,1.938,1.938,2.375,82.83,82.83,99.361,5.571,4.984,7.923,8.118,8.118,5.87,5.965,49.484,71.507,77.651,P1011,J
1080.55,91.055,9.271,23.72,1.942,1.942,2.379,82.924,82.924,99.424,5.676,5.173,8.641,8.524,8.524,6.116,6.77,59.385,71.214,77.334,P1011,J
1080.6,90.671,9.278,23.375,1.946,1.946,2.384,83.017,83.017,99.487,5.782,5.469,9.364,8.931,8.931,6.362,7.414,70.029,70.921,77.017,P1011,J
1080.65,90.52,9.255,23.04,1.954,1.954,2.393,83.052,83.052,99.511,5.891,5.676,9.908,9.254,9.254,6.558,7.972,75.329,70.672,76.748,P1011,J
1080.7,90.377,9.16,22.668,1.973,1.973,2.415,83.028,83.028,99.494,6.114,5.891,10.021,9.493,9.493,6.703,8.572,75.307,70.469,76.528,P1011,J
1080.75,90.175,9.019,22.217,2.0,2.0,2.445,83.004,83.004,99.478,6.228,5.891,10.093,9.732,9.732,6.848,8.729,62.749,70.266,76.308,P1011,J
1080.8,90.024,8.897,21.792,2.019,2.019,2.467,83.225,83.225,99.628,6.228,5.782,10.28,9.693,9.693,6.824,8.888,48.612,70.642,76.715,P1011,J
1080.85,89.996,8.826,21.633,2.016,2.016,2.464,83.446,83.446,99.777,6.114,5.782,9.336,9.654,9.654,6.801,9.051,45.992,71.019,77.123,P1011,J
1080.9,90.025,8.773,21.87,1.993,1.993,2.437,83.961,83.961,100.125,5.849,5.368,8.538,9.404,9.404,6.649,9.217,43.542,71.353,77.485,P1011,J
1080.95,90.111,8.701,22.345,1.966,1.966,2.407,84.768,84.768,100.67,5.637,5.077,7.738,8.943,8.943,6.37,8.778,36.26,71.644,77.8,P1011,J
1081.0,90.472,8.625,22.797,1.944,1.944,2.382,85.576,85.576,101.216,5.425,4.892,6.942,8.482,8.482,6.09,8.423,32.502,71.936,78.116,P1011,J
1081.05,91.243,8.589,23.159,1.93,1.93,2.366,86.465,86.465,101.817,5.214,4.714,6.146,8.042,8.042,5.824,8.068,30.215,72.432,78.653,P1011,J
1081.1,92.172,8.602,23.563,1.923,1.923,2.358,87.354,87.354,102.418,5.002,4.459,5.395,7.603,7.603,5.557,7.713,29.124,72.927,79.189,P1011,J
1081.15,93.024,8.639,24.068,1.919,1.919,2.353,88.273,88.273,103.038,4.79,4.459,5.395,7.163,7.163,5.291,7.358,28.081,73.311,79.605,P1011,J
1081.2,94.109,8.674,24.577,1.916,1.916,2.35,89.222,89.222,103.679,4.578,4.296,5.495,6.724,6.724,5.025,7.003,31.927,73.583,79.899,P1011,J
1081.25,95.842,8.701,25.035,1.915,1.915,2.349,90.17,90.17,104.319,4.366,4.139,5.495,6.284,6.284,4.759,6.648,39.018,73.855,80.194,P1011,J
1081.3,98.066,8.724,25.544,1.917,1.917,2.351,90.824,90.824,104.761,4.155,3.915,5.495,5.844,5.844,4.493,6.292,38.314,73.987,80.337,P1011,J
1081.35,100.276,8.753,26.202,1.921,1.921,2.356,91.478,91.478,105.202,3.943,3.843,5.495,5.405,5.405,4.226,5.937,35.607,74.12,80.481,P1011,J
1081.4,102.286,8.79,26.96,1.923,1.923,2.358,92.155,92.155,105.659,3.731,3.502,5.259,4.965,4.965,3.96,5.582,32.504,74.274,80.648,P1011,J
1081.45,104.135,8.822,27.693,1.924,1.924,2.359,92.854,92.854,106.132,3.519,3.313,5.012,4.526,4.526,3.693,5.227,24.705,74.451,80.84,P1011,J
1081.5,105.469,8.818,28.357,1.924,1.924,2.359,93.554,93.554,106.604,3.307,3.133,4.765,4.086,4.086,3.427,4.872,22.551,74.628,81.031,P1011,J
1081.55,105.943,8.756,29.027,1.921,1.921,2.356,94.294,94.294,107.104,3.095,3.019,4.518,3.646,3.646,3.161,4.517,20.213,74.902,81.327,P1011,J
1081.6,105.875,8.686,29.764,1.915,1.915,2.349,95.034,95.034,107.604,2.884,2.803,4.271,3.207,3.207,2.894,4.162,17.783,75.175,81.624,P1011,J
1081.65,105.94,8.72,30.505,1.91,1.91,2.343,95.627,95.627,108.005,2.672,2.701,4.025,2.838,2.838,2.671,3.806,17.461,75.314,81.773,P1011,J
1081.7,106.311,8.951,31.118,1.91,1.91,2.343,96.074,96.074,108.307,2.46,2.328,3.733,2.539,2.539,2.49,3.451,17.783,75.317,81.777,P1011,J
1081.75,106.671,9.308,31.541,1.919,1.919,2.353,96.521,96.521,108.609,2.243,2.202,3.597,2.241,2.241,2.309,3.096,17.783,75.32,81.78,P1011,J
1081.8,106.862,9.564,31.859,1.933,1.933,2.369,96.693,96.693,108.725,2.202,2.121,3.467,2.193,2.193,2.28,2.741,17.147,75.33,81.791,P1011,J
1081.85,107.027,9.553,32.189,1.946,1.946,2.384,96.864,96.864,108.84,2.202,2.121,3.404,2.146,2.146,2.251,2.366,15.647,75.339,81.801,P1011,J
1081.9,107.273,9.374,32.534,1.956,1.956,2.395,96.898,96.898,108.863,2.161,2.082,3.342,2.114,2.114,2.232,2.323,15.086,75.341,81.803,P1011,J
1081.95,107.562,9.302,32.756,1.961,1.961,2.401,96.793,96.793,108.792,2.121,2.082,3.221,2.099,2.099,2.223,2.2,14.544,75.336,81.797,P1011,J
1082.0,107.854,9.462,32.742,1.959,1.959,2.399,96.689,96.689,108.722,2.082,2.082,3.105,2.084,2.084,2.214,2.161,14.281,75.33,81.791,P1011,J
1082.05,108.085,9.71,32.535,1.949,1.949,2.387,95.799,95.799,108.121,2.044,2.082,2.992,2.084,2.084,2.214,2.122,14.813,75.336,81.797,P1011,J
1082.1,108.14,9.833,32.29,1.934,1.934,2.37,94.91,94.91,107.52,2.142,2.121,2.938,2.084,2.084,2.214,2.161,15.364,75.341,81.803,P1011,J
1082.15,107.955,9.787,32.083,1.92,1.92,2.354,93.906,93.906,106.841,2.252,2.243,2.938,2.107,2.107,2.228,2.161,15.364,75.338,81.8,P1011,J
1082.2,107.57,9.688,31.799,1.915,1.915,2.349,92.787,92.787,106.086,2.363,2.328,2.938,2.154,2.154,2.256,2.2,15.366,75.327,81.787,P1011,J
1082.25,106.997,9.65,31.276,1.919,1.919,2.353,91.668,91.668,105.331,2.474,2.371,2.965,2.2,2.2,2.284,2.241,16.23,75.315,81.775,P1011,J
1082.3,106.107,9.694,30.491,1.929,1.929,2.365,90.171,90.171,104.32,2.584,2.461,3.009,2.284,2.284,2.335,2.366,16.832,75.32,81.781,P1011,J
1082.35,104.833,9.779,29.593,1.938,1.938,2.375,88.675,88.675,103.309,2.695,2.554,3.053,2.368,2.368,2.386,2.409,17.145,75.325,81.786,P1011,J
1082.4,103.334,9.851,28.752,1.943,1.943,2.381,87.437,87.437,102.473,2.806,2.651,3.097,2.465,2.465,2.445,2.453,17.461,75.167,81.615,P1011,J
1082.45,101.825,9.882,27.988,1.948,1.948,2.386,86.458,86.458,101.812,2.916,2.751,3.162,2.576,2.576,2.512,2.591,17.783,74.846,81.267,P11a,J
1082.5,100.422,9.889,27.204,1.953,1.953,2.392,85.479,85.479,101.15,3.027,2.855,3.162,2.686,2.686,2.579,2.638,17.783,74.525,80.919,P11a,J
1082.55,99.045,9.919,26.316,1.959,1.959,2.399,85.747,85.747,101.331,3.137,3.019,3.502,2.888,2.888,2.701,2.771,18.111,74.288,80.663,P11a,J
1082.6,97.576,9.994,25.4,1.966,1.966,2.407,86.014,86.014,101.512,3.248,3.075,3.727,3.091,3.091,2.824,2.949,19.137,74.051,80.406,P11a,J
1082.65,96.058,10.07,24.668,1.973,1.973,2.415,86.413,86.413,101.781,3.359,3.133,3.952,3.285,3.285,2.941,3.127,23.818,73.824,80.16,P11a,J
1082.7,94.712,10.068,24.268,1.979,1.979,2.421,86.944,86.944,102.14,3.469,3.252,4.176,3.47,3.47,3.054,3.305,24.262,73.608,79.926,P11a,J
1082.75,93.838,9.967,24.131,1.981,1.981,2.424,87.475,87.475,102.498,3.58,3.375,4.401,3.656,3.656,3.166,3.484,24.262,73.392,79.693,P11a,J
1082.8,93.476,9.842,24.062,1.977,1.977,2.419,88.218,88.218,103.0,3.691,3.502,4.626,3.809,3.809,3.259,3.662,25.163,73.378,79.678,P11a,J
1082.85,93.375,9.79,23.938,1.966,1.966,2.407,88.961,88.961,103.501,3.801,3.635,4.851,3.962,3.962,3.352,3.84,26.104,73.365,79.663,P11a,J
1082.9,93.264,9.839,23.785,1.951,1.951,2.39,89.372,89.372,103.779,3.912,3.772,5.076,4.108,4.108,3.441,4.018,28.079,73.27,79.561,P11a,J
1082.95,93.112,9.938,23.687,1.937,1.937,2.374,89.451,89.451,103.833,4.022,4.063,5.301,4.245,4.245,3.524,4.196,29.667,73.095,79.371,P11a,J
1083.0,93.021,10.016,23.688,1.932,1.932,2.368,89.531,89.531,103.887,4.133,4.139,5.526,4.383,4.383,3.607,4.374,31.913,72.92,79.182,P11a,J
1083.05,93.002,10.022,23.768,1.939,1.939,2.376,89.767,89.767,104.047,4.244,4.377,5.75,4.498,4.498,3.677,4.628,29.132,72.746,78.994,P11a,J
1083.1,92.95,9.935,23.841,1.952,1.952,2.391,90.004,90.004,104.206,4.354,4.542,5.916,4.613,4.613,3.746,4.712,24.709,72.573,78.806,P11a,J
1083.15,92.809,9.76,23.824,1.959,1.959,2.399,90.404,90.404,104.476,4.465,4.627,5.638,4.713,4.713,3.807,4.798,23.822,72.496,78.722,P11a,J
1083.2,92.624,9.519,23.72,1.959,1.959,2.399,90.967,90.967,104.857,4.627,4.714,5.418,4.8,4.8,3.859,4.886,23.389,72.516,78.744,P11a,J
1083.25,92.446,9.257,23.619,1.957,1.957,2.396,91.531,91.531,105.238,4.802,4.714,5.198,4.886,4.886,3.911,4.886,22.551,72.536,78.766,P11a,J
1083.3,92.261,9.045,23.563,1.958,1.958,2.398,91.989,91.989,105.547,4.984,4.802,4.979,4.904,4.904,3.922,4.976,22.143,72.533,78.762,P11a,J
1083.35,92.026,8.959,23.482,1.959,1.959,2.399,92.447,92.447,105.856,4.984,4.802,4.759,4.922,4.922,3.933,4.976,22.143,72.53,78.759,P11a,J
1083.4,91.748,9.004,23.306,1.955,1.955,2.394,92.93,92.93,106.183,5.077,4.892,4.571,4.958,4.958,3.955,4.886,21.742,72.506,78.733,P11a,J
1083.45,91.478,9.105,23.074,1.951,1.951,2.39,93.439,93.439,106.526,5.077,4.984,4.84,5.013,5.013,3.988,4.886,22.553,72.463,78.686,P11a,J
1083.5,91.259,9.186,22.862,1.95,1.95,2.388,93.947,93.947,106.87,5.077,4.892,5.075,5.067,5.067,4.021,4.976,23.822,72.419,78.639,P11a,J
1083.55,91.126,9.252,22.653,1.953,1.953,2.392,94.014,94.014,106.915,5.077,4.828,5.31,5.201,5.201,4.102,4.976,25.625,72.292,78.502,P11a,J
1083.6,91.103,9.346,22.388,1.958,1.958,2.398,94.081,94.081,106.96,4.984,4.714,5.545,5.334,5.334,4.183,5.067,24.709,72.165,78.364,P11a,J
1083.65,91.141,9.468,22.123,1.963,1.963,2.403,94.167,94.167,107.018,4.892,4.714,5.78,5.492,5.492,4.278,5.159,25.165,72.099,78.292,P11a,J
1083.7,91.152,9.562,21.994,1.969,1.969,2.41,94.272,94.272,107.089,4.892,4.627,6.015,5.675,5.675,4.389,5.254,26.585,72.092,78.285,P11a,J
1083.75,91.199,9.58,22.027,1.975,1.975,2.417,94.376,94.376,107.16,4.754,4.542,6.25,5.858,5.858,4.5,5.35,27.573,72.086,78.278,P11a,J
1083.8,91.505,9.53,22.113,1.978,1.978,2.42,94.69,94.69,107.372,4.655,4.459,6.485,5.72,5.72,4.417,5.547,28.597,72.253,78.46,P11a,J
1083.85,92.072,9.461,22.21,1.978,1.978,2.42,95.005,95.005,107.585,4.556,4.377,6.73,5.583,5.583,4.334,5.232,26.581,72.42,78.641,P11a,J
1083.9,92.549,9.42,22.427,1.977,1.977,2.419,95.552,95.552,107.954,4.457,4.377,6.479,5.388,5.388,4.216,5.001,24.711,72.635,78.873,P11a,J
1083.95,92.808,9.408,22.85,1.978,1.978,2.42,96.331,96.331,108.48,4.359,4.217,6.218,5.137,5.137,4.063,4.771,22.549,72.896,79.155,P11a,J
1084.0,93.356,9.375,23.434,1.978,1.978,2.42,97.11,97.11,109.006,4.26,4.139,5.957,4.886,4.886,3.911,4.54,21.247,73.157,79.438,P11a,J
1084.05,94.698,9.268,24.135,1.976,1.976,2.418,98.324,98.324,109.826,4.161,4.139,5.696,4.533,4.533,3.697,4.309,20.26,73.319,79.614,P11a,J
1084.1,96.44,9.097,24.956,1.971,1.971,2.412,99.538,99.538,110.646,4.062,4.139,5.435,4.18,4.18,3.484,4.078,19.267,73.482,79.79,P11a,J
1084.15,97.62,8.935,25.789,1.963,1.963,2.403,100.696,100.696,111.428,3.988,4.063,5.173,3.95,3.95,3.344,3.847,18.281,73.708,80.035,P11a,J
1084.2,97.91,8.853,26.41,1.955,1.955,2.394,101.797,101.797,112.173,3.988,3.988,4.912,3.843,3.843,3.279,3.616,17.29,73.999,80.35,P11a,J
1084.25,97.829,8.863,26.711,1.945,1.945,2.383,102.899,102.899,112.917,3.944,3.988,4.651,3.735,3.735,3.214,3.386,16.529,74.29,80.665,P11a,J
1084.3,97.865,8.949,26.85,1.937,1.937,2.374,104.177,104.177,113.78,3.843,3.988,4.39,3.565,3.565,3.111,3.155,15.938,74.381,80.764,P11a,J
1084.35,97.916,9.11,27.025,1.931,1.931,2.367,105.455,105.455,114.643,3.843,3.915,4.129,3.395,3.395,3.008,2.924,15.936,74.472,80.862,P11a,J
1084.4,97.724,9.345,27.209,1.924,1.924,2.359,106.53,106.53,115.369,3.843,3.843,3.868,3.258,3.258,2.925,2.735,16.23,74.579,80.978,P11a,J
1084.45,97.347,9.61,27.235,1.914,1.914,2.348,107.403,107.403,115.958,3.772,3.843,3.532,3.154,3.154,2.862,2.686,16.23,74.7,81.109,P11a,J
1084.5,96.992,9.842,27.06,1.907,1.907,2.34,108.275,108.275,116.548,3.772,3.843,3.518,3.05,3.05,2.799,2.591,16.529,74.822,81.241,P11a,J
1084.55,96.699,10.014,26.8,1.91,1.91,2.343,108.782,108.782,116.89,3.772,3.772,3.589,3.067,3.067,2.809,2.591,16.23,74.871,81.294,P11a,J
1084.6,96.393,10.138,26.557,1.927,1.927,2.362,109.289,109.289,117.233,3.772,3.772,3.659,3.084,3.084,2.82,2.644,16.23,74.92,81.348,P11a,J
1084.65,96.055,10.219,26.334,1.952,1.952,2.391,110.092,110.092,117.775,3.772,3.772,3.73,3.13,3.13,2.848,2.686,15.936,74.943,81.372,P11a,J
1084.7,95.722,10.242,26.108,1.979,1.979,2.421,111.191,111.191,118.518,3.703,3.703,3.801,3.205,3.205,2.893,2.735,16.23,74.94,81.369,P11a,J
1084.75,95.404,10.209,25.888,2.002,2.002,2.448,112.29,112.29,119.26,3.703,3.703,3.872,3.279,3.279,2.938,2.837,16.529,74.937,81.366,P11b,J
1084.8,95.085,10.16,25.665,2.016,2.016,2.464,112.667,112.667,119.514,3.703,3.703,3.942,3.353,3.353,2.982,2.931,16.834,74.942,81.371,P11b,J
1084.85,94.759,10.139,25.409,2.022,2.022,2.47,113.044,113.044,119.769,3.703,3.703,4.013,3.426,3.426,3.027,3.025,16.834,74.947,81.376,P11b,J
1084.9,94.432,10.145,25.157,2.024,2.024,2.473,113.153,113.153,119.843,3.703,3.703,4.084,3.515,3.515,3.081,3.118,17.145,74.967,81.398,P11b,J
1084.95,94.108,10.143,25.029,2.025,2.025,2.474,112.996,112.996,119.736,3.635,3.703,4.154,3.619,3.619,3.144,3.212,17.145,75.002,81.436,P11b,J
1085.0,93.787,10.109,25.08,2.027,2.027,2.476,112.838,112.838,119.63,3.601,3.669,4.225,3.723,3.723,3.207,3.305,17.145,75.038,81.475,P11b,J
1085.05,93.465,10.052,25.198,2.033,2.033,2.483,112.424,112.424,119.35,3.568,3.635,4.296,3.865,3.865,3.293,3.399,17.145,75.069,81.508,P11b,J
1085.1,93.137,9.993,25.227,2.045,2.045,2.497,112.011,112.011,119.071,3.568,3.635,4.367,4.006,4.006,3.378,3.492,17.145,75.1,81.542,P11b,J
1085.15,92.81,9.931,25.145,2.057,2.057,2.51,112.12,112.12,119.145,3.568,3.703,4.406,4.077,4.077,3.421,3.59,17.145,75.131,81.576,P11b,J
1085.2,92.492,9.85,25.043,2.061,2.061,2.515,112.752,112.752,119.572,3.568,3.703,4.487,4.076,4.076,3.421,3.59,17.147,75.164,81.612,P11b,J
1085.25,92.174,9.746,24.989,2.053,2.053,2.506,113.384,113.384,119.999,3.568,3.772,4.487,4.076,4.076,3.421,3.59,17.783,75.197,81.647,P11b,J
1085.3,91.839,9.641,24.968,2.042,2.042,2.493,114.072,114.072,120.464,3.568,3.772,4.487,3.99,3.99,3.369,3.526,18.443,75.231,81.684,P11b,J
1085.35,91.517,9.566,24.959,2.033,2.033,2.483,114.761,114.761,120.929,3.568,3.772,4.487,3.904,3.904,3.316,3.478,18.787,75.265,81.721,P11b,J
1085.4,91.309,9.53,24.982,2.029,2.029,2.478,115.091,115.091,121.153,3.568,3.843,4.487,3.807,3.807,3.257,3.426,19.844,75.293,81.751,P11b,J
1085.45,91.313,9.523,25.065,2.026,2.026,2.475,115.064,115.064,121.134,3.568,3.843,4.487,3.698,3.698,3.192,3.373,18.783,75.316,81.776,P11b,J
1085.5,91.5,9.526,25.205,2.019,2.019,2.467,115.037,115.037,121.115,3.568,3.915,4.487,3.59,3.59,3.126,3.321,17.461,75.338,81.8,P11b,J
1085.55,91.716,9.526,25.354,2.002,2.002,2.448,114.603,114.603,120.822,3.568,3.915,4.406,3.552,3.552,3.103,3.269,16.836,75.336,81.798,P11b,J
1085.6,91.848,9.523,25.459,1.979,1.979,2.421,114.17,114.17,120.529,3.568,3.988,4.325,3.513,3.513,3.08,3.216,16.529,75.335,81.796,P11b,J
1085.65,91.935,9.525,25.496,1.956,1.956,2.395,113.784,113.784,120.269,3.568,3.988,4.246,3.488,3.488,3.064,3.164,16.529,75.334,81.796,P11b,J
1085.7,92.077,9.535,25.488,1.934,1.934,2.37,113.447,113.447,120.041,3.568,3.988,4.169,3.475,3.475,3.057,3.112,16.529,75.335,81.796,P11b,J
1085.75,92.283,9.551,25.478,1.912,1.912,2.345,113.109,113.109,119.813,3.703,4.063,4.093,3.462,3.462,3.049,3.059,16.529,75.335,81.797,P11b,J
1085.8,92.49,9.576,25.482,1.886,1.886,2.316,113.151,113.151,119.841,3.703,4.063,4.018,3.437,3.437,3.034,3.007,16.529,75.333,81.794,P11b,J
1085.85,92.679,9.611,25.49,1.861,1.861,2.287,113.192,113.192,119.869,3.703,4.063,4.018,3.412,3.412,3.019,2.941,16.529,75.33,81.791,P11b,J
1085.9,92.881,9.642,25.486,1.853,1.853,2.278,113.007,113.007,119.744,3.772,4.063,4.093,3.4,3.4,3.011,2.975,16.529,75.32,81.781,P11b,J
1085.95,93.07,9.653,25.474,1.855,1.855,2.28,112.596,112.596,119.467,3.772,4.063,4.093,3.4,3.4,3.011,3.021,16.23,75.303,81.762,P11b,J
1086.0,93.195,9.647,25.459,1.841,1.841,2.265,112.185,112.185,119.189,3.843,4.063,4.195,3.4,3.4,3.011,3.066,16.23,75.286,81.743,P11b,J
1086.05,93.296,9.648,25.422,1.816,1.816,2.236,111.603,111.603,118.796,3.843,4.063,4.286,3.412,3.412,3.019,3.112,16.529,75.267,81.723,P11b,J
1086.1,93.458,9.662,25.347,1.81,1.81,2.229,111.021,111.021,118.403,3.915,4.063,4.377,3.425,3.425,3.026,3.158,16.834,75.248,81.702,P11b,J
1086.15,93.631,9.681,25.246,1.822,1.822,2.243,110.268,110.268,117.894,3.988,4.063,4.468,3.503,3.503,3.074,3.203,17.145,75.228,81.681,P11b,J
1086.2,93.614,9.717,25.149,1.833,1.833,2.255,109.345,109.345,117.271,3.988,4.063,4.559,3.647,3.647,3.161,3.249,17.783,75.209,81.66,P11b,J
1086.25,93.298,9.797,25.062,1.848,1.848,2.273,108.421,108.421,116.647,3.988,4.063,4.65,3.791,3.791,3.248,3.295,18.111,75.19,81.64,P11b,J
1086.3,92.839,9.895,24.964,1.875,1.875,2.303,107.605,107.605,116.096,3.988,4.063,4.742,3.905,3.905,3.317,3.34,18.783,75.171,81.619,P11b,J
1086.35,92.482,9.933,24.847,1.897,1.897,2.328,106.789,106.789,115.545,4.063,4.063,4.707,4.02,4.02,3.386,3.386,19.131,75.152,81.599,P11b,J
1086.4,92.288,9.867,24.736,1.903,1.903,2.335,105.827,105.827,114.895,4.08,4.139,4.672,4.092,4.092,3.43,3.432,19.131,75.133,81.578,P11b,J
1086.45,92.115,9.75,24.659,1.906,1.906,2.338,104.718,104.718,114.146,4.109,4.139,4.636,4.121,4.121,3.448,3.477,19.131,75.114,81.557,P11b,J
1086.5,91.852,9.656,24.613,1.915,1.915,2.349,103.61,103.61,113.397,4.139,4.217,4.6,4.151,4.151,3.466,3.523,18.785,75.095,81.537,P11b,J
1086.55,91.552,9.608,24.583,1.923,1.923,2.358,102.74,102.74,112.809,4.168,4.217,4.565,4.151,4.151,3.466,3.59,18.785,75.076,81.516,P11b,J
1086.6,91.309,9.598,24.566,1.928,1.928,2.363,101.869,101.869,112.221,4.197,4.217,4.529,4.151,4.151,3.466,3.59,18.445,75.057,81.495,P11b,J
1086.65,91.093,9.649,24.573,1.934,1.934,2.37,101.286,101.286,111.827,4.226,4.296,4.487,4.151,4.151,3.466,3.59,17.783,75.037,81.474,P11b,J
1086.7,90.795,9.774,24.613,1.939,1.939,2.376,100.991,100.991,111.628,4.255,4.296,4.406,4.151,4.151,3.466,3.59,17.783,75.018,81.453,P11b,J
1086.75,90.403,9.94,24.683,1.93,1.93,2.366,100.696,100.696,111.429,4.284,4.296,4.406,4.151,4.151,3.466,3.526,17.783,74.999,81.433,P11b,J
1086.8,90.05,10.082,24.776,1.905,1.905,2.337,99.828,99.828,110.843,4.313,4.355,4.406,4.151,4.151,3.466,3.434,17.783,74.98,81.412,P11b,J
1086.85,89.827,10.156,24.885,1.875,1.875,2.303,98.96,98.96,110.256,4.342,4.459,4.325,4.151,4.151,3.466,3.339,18.111,74.961,81.391,P11b,J
1086.9,89.631,10.158,24.994,1.86,1.86,2.286,98.408,98.408,109.883,4.372,4.459,4.325,4.136,4.136,3.457,3.395,18.111,74.942,81.371,P11b,J
1086.95,89.295,10.114,25.082,1.866,1.866,2.293,98.172,98.172,109.724,4.401,4.459,4.325,4.106,4.106,3.439,3.433,18.111,74.923,81.35,P11b,J
1087.0,88.83,10.067,25.142,1.881,1.881,2.31,97.936,97.936,109.564,4.43,4.542,4.406,4.076,4.076,3.421,3.471,18.111,74.904,81.33,P11b,J
1087.05,88.396,10.051,25.188,1.895,1.895,2.326,97.667,97.667,109.382,4.459,4.542,4.406,4.037,4.037,3.397,3.509,18.111,74.884,81.309,P11b,J
1087.1,88.037,10.062,25.233,1.918,1.918,2.352,97.398,97.398,109.201,4.488,4.627,4.487,3.998,3.998,3.374,3.547,18.111,74.865,81.287,P11b,J
1087.15,87.602,10.07,25.25,1.955,1.955,2.394,97.602,97.602,109.338,4.517,4.627,4.487,3.969,3.969,3.356,3.586,18.111,74.846,81.267,P11b,J
1087.2,87.005,10.049,25.204,1.99,1.99,2.434,98.277,98.277,109.795,4.546,4.627,4.513,3.95,3.95,3.345,3.624,18.111,74.827,81.246,P11b,J
1087.25,86.402,9.995,25.097,2.008,2.008,2.454,98.953,98.953,110.251,4.575,4.627,4.571,3.931,3.931,3.333,3.662,18.111,74.808,81.226,P11b,J
1087.3,85.967,9.93,24.97,2.006,2.006,2.452,99.399,99.399,110.552,4.605,4.627,4.571,3.974,3.974,3.359,3.7,18.111,74.789,81.205,P11b,J
1087.35,85.678,9.892,24.835,1.988,1.988,2.432,99.845,99.845,110.853,4.634,4.627,4.656,4.017,4.017,3.386,3.738,17.783,74.77,81.184,P11b,J
1087.4,85.379,9.902,24.652,1.966,1.966,2.407,100.284,100.284,111.15,4.663,4.627,4.656,4.077,4.077,3.422,3.777,17.145,74.75,81.164,P11b,J
1087.45,85.008,9.942,24.395,1.953,1.953,2.392,100.717,100.717,111.443,4.692,4.627,4.656,4.152,4.152,3.467,3.815,17.145,74.731,81.143,P11b,J
1087.5,84.618,9.979,24.099,1.948,1.948,2.386,101.149,101.149,111.735,4.721,4.627,4.699,4.227,4.227,3.512,3.853,16.834,74.712,81.122,P11b,J
1087.55,84.263,10.001,23.813,1.946,1.946,2.384,101.19,101.19,111.762,4.75,4.627,4.742,4.305,4.305,3.56,3.891,17.781,74.693,81.102,P11b,J
1087.6,83.963,10.013,23.546,1.949,1.949,2.387,101.231,101.231,111.789,4.779,4.627,4.831,4.384,4.384,3.607,3.929,18.111,74.674,81.081,P11b,J
1087.65,83.73,10.004,23.283,1.96,1.96,2.4,101.271,101.271,111.817,4.802,4.627,5.028,4.447,4.447,3.646,3.968,18.111,74.655,81.061,P11b,J
1087.7,83.57,9.964,23.019,1.977,1.977,2.419,101.311,101.311,111.844,4.802,4.627,5.105,4.496,4.496,3.675,4.006,18.445,74.636,81.04,P11b,J
1087.75,83.463,9.916,22.752,1.993,1.993,2.437,101.351,101.351,111.871,4.802,4.627,5.2,4.544,4.544,3.704,4.044,18.785,74.617,81.019,P11b,J
1087.8,83.371,9.918,22.486,1.997,1.997,2.442,101.037,101.037,111.659,4.802,4.627,5.297,4.646,4.646,3.766,4.076,19.131,74.598,80.998,P11b,J
