DEPTH,AC,CAL,CNL,DEN,DEN_QYZ,DEN_QYZ_S,GR,GR_QYZ,GR_QYZ_S,ILD,ILM,LL8,RLLD,RLLD_QYZ,RLLD_QYZ_S,RLLS,RPL,SP,SP_S,LAYER,FACIES
1096.7,90.336,8.903,24.832,1.895,1.895,2.326,102.078,102.078,112.362,5.782,7.093,6.73,6.186,6.186,4.699,5.965,21.346,67.713,73.543,P13,J
1096.75,90.355,8.897,24.813,1.897,1.897,2.328,101.099,101.099,111.701,5.676,7.093,6.73,6.074,6.074,4.631,5.858,20.582,67.93,73.778,P13,J
1096.8,90.387,8.883,24.854,1.901,1.901,2.333,99.729,99.729,110.775,5.571,7.093,6.581,6.01,6.01,4.592,5.858,19.133,68.157,74.024,P13,J
1096.85,90.471,8.885,24.993,1.905,1.905,2.337,98.359,98.359,109.85,5.571,7.022,6.393,5.945,5.945,4.553,5.752,18.785,68.384,74.269,P13,J
1096.9,90.545,8.899,25.202,1.906,1.906,2.338,97.133,97.133,109.022,5.571,6.962,6.206,5.923,5.923,4.54,5.752,18.445,68.592,74.495,P13,J
1096.95,90.555,8.911,25.395,1.903,1.903,2.335,96.05,96.05,108.291,5.607,6.962,6.018,5.944,5.944,4.553,5.649,18.445,68.781,74.7,P13,J
1097.0,90.532,8.928,25.521,1.899,1.899,2.33,94.968,94.968,107.56,5.641,6.962,5.831,5.965,5.965,4.565,5.547,18.445,68.97,74.904,P13,J
1097.05,90.525,8.957,25.591,1.9,1.9,2.332,94.029,94.029,106.925,5.676,6.962,5.644,6.031,6.031,4.605,5.547,18.445,68.761,74.678,P13,J
1097.1,90.531,8.981,25.607,1.906,1.906,2.338,93.09,93.09,106.29,5.676,6.834,5.456,6.096,6.096,4.645,5.448,18.445,68.552,74.452,P13,J
1097.15,90.538,8.978,25.536,1.915,1.915,2.349,91.965,91.965,105.531,5.905,6.834,5.2,6.308,6.308,4.773,5.922,19.131,68.122,73.986,P13,J
1097.2,90.545,8.962,25.399,1.921,1.921,2.356,90.655,90.655,104.646,6.146,6.834,5.379,6.665,6.665,4.99,6.361,21.75,67.469,73.279,P13,J
1097.25,90.538,8.957,25.287,1.923,1.923,2.358,89.345,89.345,103.761,6.387,6.834,5.662,7.022,7.022,5.206,6.8,25.304,66.816,72.572,P13,J
1097.3,90.49,8.954,25.227,1.921,1.921,2.356,87.95,87.95,102.819,6.628,6.944,5.945,7.432,7.432,5.454,7.24,31.901,66.27,71.981,P13,J
1097.35,90.403,8.918,25.096,1.919,1.919,2.353,86.554,86.554,101.876,6.87,7.093,6.228,7.843,7.843,5.703,7.679,35.613,65.724,71.39,P13,J
1097.4,90.302,8.855,24.767,1.918,1.918,2.352,85.454,85.454,101.133,7.111,7.361,6.511,8.184,8.184,5.91,8.118,37.616,65.135,70.752,P13,J
1097.45,90.201,8.803,24.3,1.918,1.918,2.352,84.648,84.648,100.588,7.352,7.469,6.794,8.457,8.457,6.075,8.557,37.618,64.504,70.068,P13,J
1097.5,90.09,8.775,23.888,1.919,1.919,2.353,83.842,83.842,100.044,7.593,7.639,7.077,8.729,8.729,6.24,8.996,37.965,63.872,69.384,P13,J
1097.55,89.972,8.748,23.655,1.921,1.921,2.356,83.307,83.307,99.683,7.835,7.929,7.359,9.095,9.095,6.462,9.435,38.312,63.678,69.175,P13,J
1097.6,89.86,8.707,23.573,1.919,1.919,2.353,82.772,82.772,99.322,8.076,8.229,7.642,9.462,9.462,6.684,9.874,38.312,63.485,68.965,P13,J
1097.65,89.753,8.672,23.553,1.913,1.913,2.346,82.251,82.251,98.969,8.317,8.383,7.798,9.847,9.847,6.917,10.313,38.312,63.281,68.744,P13,J
1097.7,89.636,8.652,23.544,1.908,1.908,2.341,81.742,81.742,98.626,8.558,8.54,7.943,10.251,10.251,7.162,10.752,40.479,63.068,68.513,P13,J
1097.75,89.521,8.621,23.538,1.91,1.91,2.343,81.234,81.234,98.283,8.799,8.7,8.091,10.655,10.655,7.407,11.191,44.343,62.854,68.282,P13,J
1097.8,89.419,8.566,23.547,1.918,1.918,2.352,80.808,80.808,97.995,9.041,8.863,8.091,11.018,11.018,7.627,11.63,49.472,62.709,68.125,P13,J
1097.85,89.315,8.512,23.582,1.923,1.923,2.358,80.382,80.382,97.707,9.282,9.198,8.241,11.381,11.381,7.846,12.069,54.218,62.564,67.967,P13,J
1097.9,89.181,8.487,23.637,1.919,1.919,2.353,79.866,79.866,97.359,9.523,9.371,8.872,11.899,11.899,8.16,12.544,56.232,62.488,67.886,P13,J
1097.95,89.055,8.477,23.686,1.91,1.91,2.343,79.261,79.261,96.95,9.764,9.546,9.378,12.572,12.572,8.568,12.773,58.339,62.483,67.88,P13,J
1098.0,89.033,8.455,23.701,1.902,1.902,2.334,78.656,78.656,96.541,10.006,9.546,10.093,13.245,13.245,8.976,13.245,63.908,62.477,67.874,P13,J
1098.05,89.158,8.427,23.658,1.897,1.897,2.328,77.74,77.74,95.923,10.247,9.678,10.471,13.592,13.592,9.186,13.487,68.747,62.478,67.875,P13,J
1098.1,89.373,8.415,23.55,1.893,1.893,2.324,76.825,76.825,95.304,10.488,9.725,10.864,13.939,13.939,9.397,13.985,78.143,62.479,67.875,P13,J
1098.15,89.588,8.415,23.414,1.891,1.891,2.321,76.121,76.121,94.829,10.729,9.908,11.695,14.191,14.191,9.549,13.985,84.059,62.476,67.872,P13,J
1098.2,89.77,8.399,23.295,1.89,1.89,2.32,75.628,75.628,94.496,10.872,10.282,12.134,14.346,14.346,9.644,14.241,87.228,62.469,67.865,P13,J
1098.25,89.946,8.363,23.181,1.89,1.89,2.32,75.135,75.135,94.163,11.075,10.672,12.134,14.502,14.502,9.738,14.241,104.675,62.462,67.857,P13,J
1098.3,90.14,8.334,23.005,1.888,1.888,2.318,74.754,74.754,93.905,11.494,10.872,12.134,14.502,14.502,9.738,14.241,110.563,62.466,67.862,P13,J
1098.35,90.348,8.326,22.764,1.882,1.882,2.311,74.373,74.373,93.648,11.929,11.075,12.134,14.502,14.502,9.738,14.241,100.324,62.47,67.866,P13,J
1098.4,90.544,8.323,22.544,1.875,1.875,2.303,74.332,74.332,93.621,11.929,11.075,11.912,14.555,14.555,9.77,14.241,85.625,62.504,67.903,P13,J
1098.45,90.693,8.308,22.391,1.869,1.869,2.296,74.633,74.633,93.824,12.153,11.075,11.695,14.661,14.661,9.834,14.241,79.582,62.569,67.973,P13,J
1098.5,90.785,8.293,22.246,1.866,1.866,2.293,74.933,74.933,94.027,12.381,11.075,11.695,14.767,14.767,9.898,14.241,81.048,62.633,68.043,P13,J
1098.55,90.857,8.286,22.076,1.866,1.866,2.293,74.984,74.984,94.061,12.613,11.075,11.482,14.661,14.661,9.834,14.241,90.422,63.221,68.679,P13,J
1098.6,90.967,8.279,21.961,1.869,1.869,2.296,75.035,75.035,94.095,12.613,10.872,11.272,14.555,14.555,9.77,13.985,93.812,63.809,69.316,P13,J
1098.65,91.121,8.26,21.974,1.873,1.873,2.301,75.276,75.276,94.258,12.613,10.672,11.066,14.45,14.45,9.706,13.888,100.912,64.363,69.915,P13,J
1098.7,91.265,8.241,22.072,1.876,1.876,2.304,75.709,75.709,94.551,12.381,10.475,11.473,14.345,14.345,9.643,13.732,95.53,64.882,70.478,P13,J
1098.75,91.367,8.242,22.172,1.878,1.878,2.307,76.142,76.142,94.843,11.929,10.282,11.864,14.241,14.241,9.58,13.007,93.82,65.401,71.04,P13,J
1098.8,91.477,8.26,22.284,1.878,1.878,2.307,77.777,77.777,95.947,11.494,10.093,12.256,13.171,13.171,8.932,12.543,92.11,65.949,71.634,P13,J
1098.85,91.679,8.276,22.459,1.878,1.878,2.307,79.413,79.413,97.052,11.283,9.546,12.647,12.101,12.101,8.283,11.922,84.057,66.498,72.227,P13,J
1098.9,91.963,8.287,22.682,1.875,1.875,2.303,81.04,81.04,98.151,10.682,9.029,13.062,10.906,10.906,7.559,11.301,78.141,67.036,72.811,P13,J
1098.95,92.209,8.3,22.885,1.869,1.869,2.296,82.659,82.659,99.245,10.121,8.863,12.601,9.586,9.586,6.76,10.678,73.957,67.565,73.383,P13,J
1099.0,92.314,8.32,23.039,1.862,1.862,2.288,84.278,84.278,100.339,9.565,8.54,12.114,8.267,8.267,5.96,10.059,68.755,68.094,73.956,P13,J
1099.05,92.296,8.341,23.165,1.858,1.858,2.284,85.909,85.909,101.441,9.007,8.229,11.625,7.822,7.822,5.69,9.44,70.021,68.635,74.542,P13,J
1099.1,92.263,8.379,23.286,1.855,1.855,2.28,87.541,87.541,102.542,8.448,8.077,11.066,7.377,7.377,5.421,8.817,72.633,69.176,75.128,P13,J
1099.15,92.279,8.455,23.395,1.85,1.85,2.275,89.176,89.176,103.647,7.89,7.639,10.402,6.939,6.939,5.155,8.197,76.718,69.715,75.711,P13,J
1099.2,92.304,8.563,23.47,1.842,1.842,2.266,90.816,90.816,104.755,7.33,7.499,9.626,6.506,6.506,4.893,7.574,73.971,70.252,76.292,P13,J
1099.25,92.266,8.68,23.509,1.833,1.833,2.255,92.456,92.456,105.863,6.773,7.226,8.853,6.074,6.074,4.631,6.955,75.331,70.788,76.873,P13,J
1099.3,92.141,8.812,23.536,1.825,1.825,2.246,94.122,94.122,106.988,6.215,7.059,8.08,5.69,5.69,4.399,6.336,57.303,71.351,77.482,P13,J
1099.35,91.964,8.996,23.588,1.821,1.821,2.242,95.787,95.787,108.113,5.657,6.834,7.304,5.307,5.307,4.166,5.713,38.54,71.914,78.092,P13,J
1099.4,91.757,9.241,23.67,1.822,1.822,2.243,97.434,97.434,109.225,4.984,6.228,6.529,4.969,4.969,3.961,5.092,20.596,72.367,78.582,P13,J
1099.45,91.492,9.495,23.76,1.827,1.827,2.249,99.061,99.061,110.324,4.892,6.114,5.752,4.676,4.676,3.784,4.227,19.844,72.71,78.954,P13,J
1099.5,91.157,9.688,23.848,1.83,1.83,2.252,100.688,100.688,111.423,4.802,5.891,4.742,4.383,4.383,3.607,4.151,19.844,73.053,79.326,P13,J
1099.55,90.831,9.798,23.94,1.823,1.823,2.244,100.922,100.922,111.581,4.714,5.676,4.742,4.448,4.448,3.646,4.151,20.209,73.284,79.576,P13,J
1099.6,90.621,9.867,24.044,1.81,1.81,2.229,101.155,101.155,111.739,4.459,5.469,4.801,4.513,4.513,3.685,4.151,20.582,73.515,79.826,P13,J
1099.65,90.516,9.941,24.172,1.805,1.805,2.224,101.284,101.284,111.826,4.459,5.402,4.92,4.596,4.596,3.736,4.151,20.962,73.66,79.983,P13,J
1099.7,90.421,10.022,24.353,1.823,1.823,2.244,101.309,101.309,111.843,4.459,5.27,5.012,4.697,4.697,3.797,4.151,21.35,73.719,80.046,P13,J
1099.75,90.338,10.066,24.622,1.864,1.864,2.291,101.334,101.334,111.86,4.217,4.892,5.105,4.798,4.798,3.858,4.227,22.143,73.777,80.11,P13,J
1099.8,90.375,10.05,24.966,1.909,1.909,2.342,100.99,100.99,111.628,4.063,4.892,5.297,4.833,4.833,3.879,4.227,22.551,73.918,80.262,P13,J
1099.85,90.528,10.0,25.329,1.939,1.939,2.376,100.646,100.646,111.395,3.988,4.627,5.395,4.868,4.868,3.9,4.227,22.143,74.059,80.414,P13,J
1099.9,90.691,9.964,25.655,1.954,1.954,2.393,100.316,100.316,111.172,3.843,4.627,5.495,4.801,4.801,3.86,4.227,21.348,74.123,80.484,P13,J
1099.95,90.922,9.944,25.951,1.965,1.965,2.406,99.999,99.999,110.958,3.772,4.459,5.598,4.632,4.632,3.757,4.227,20.207,74.111,80.471,P13,J
1100.0,91.449,9.913,26.309,1.979,1.979,2.421,99.683,99.683,110.744,3.772,4.377,5.598,4.463,4.463,3.655,4.227,19.484,74.099,80.458,P13,J
1100.05,92.293,9.88,26.831,1.977,1.977,2.419,99.397,99.397,110.551,3.772,4.296,5.598,4.236,4.236,3.517,3.931,19.484,74.124,80.485,P13,J
1100.1,93.164,9.895,27.522,1.947,1.947,2.385,99.111,99.111,110.358,3.635,4.296,5.495,4.009,4.009,3.38,3.791,20.211,74.149,80.512,P13,J
1100.15,93.918,9.963,28.244,1.904,1.904,2.336,98.642,98.642,110.042,3.568,4.139,5.297,3.821,3.821,3.266,3.656,21.74,74.1,80.459,P13,J
1100.2,94.817,10.012,28.808,1.874,1.874,2.302,97.99,97.99,109.601,3.438,4.063,5.198,3.674,3.674,3.177,3.526,21.344,73.979,80.328,P13,J
1100.25,96.049,10.012,29.134,1.867,1.867,2.294,97.338,97.338,109.16,3.375,3.843,4.487,3.526,3.526,3.087,3.462,19.131,73.857,80.196,P13,J
1100.3,97.559,10.083,29.34,1.873,1.873,2.301,96.528,96.528,108.613,3.313,3.915,4.325,3.392,3.392,3.006,3.279,17.149,73.706,80.032,P13,J
1100.35,99.609,10.366,29.661,1.882,1.882,2.311,95.718,95.718,108.066,3.192,4.063,4.169,3.259,3.259,2.925,3.22,16.834,73.555,79.869,P13,J
1100.4,102.982,10.789,30.19,1.889,1.889,2.319,94.958,94.958,107.552,3.133,4.139,4.093,3.142,3.142,2.855,3.162,16.23,73.343,79.639,P13,J
1100.45,107.901,11.054,30.779,1.891,1.891,2.321,94.249,94.249,107.073,3.075,4.296,3.945,3.041,3.041,2.794,3.162,15.936,73.07,79.344,P13,J
1100.5,113.112,10.91,31.239,1.872,1.872,2.3,93.539,93.539,106.594,3.133,4.377,3.873,2.941,2.941,2.733,3.162,15.936,72.798,79.049,P13,J
1100.55,115.999,10.406,31.537,1.846,1.846,2.27,93.324,93.324,106.449,3.192,4.377,3.873,2.941,2.941,2.733,3.162,16.23,72.454,78.677,P13,J
1100.6,115.591,9.84,31.693,1.824,1.824,2.245,93.109,93.109,106.304,3.525,4.627,3.988,2.941,2.941,2.733,3.502,16.836,72.111,78.305,P13,J
1100.65,113.196,9.493,31.628,1.808,1.808,2.227,92.747,92.747,106.059,3.796,4.802,4.097,3.009,3.009,2.774,3.84,18.109,71.686,77.845,P13,J
1100.7,110.745,9.436,31.293,1.801,1.801,2.219,92.238,92.238,105.716,4.067,4.892,4.205,3.144,3.144,2.856,4.178,18.785,71.18,77.297,P13,J
1100.75,109.143,9.556,30.817,1.803,1.803,2.221,91.729,91.729,105.372,4.338,4.984,4.325,3.279,3.279,2.938,4.516,18.785,70.674,76.749,P13,J
1100.8,107.96,9.737,30.289,1.807,1.807,2.226,91.117,91.117,104.958,4.609,5.077,4.788,3.927,3.927,3.33,4.854,19.131,70.117,76.147,P14,J
1100.85,106.14,9.933,29.57,1.81,1.81,2.229,90.505,90.505,104.545,4.88,5.27,5.304,4.575,4.575,3.723,5.192,19.484,69.56,75.544,P14,J
1100.9,103.423,10.104,28.523,1.808,1.808,2.227,89.831,89.831,104.089,5.151,5.469,5.821,5.179,5.179,4.089,5.53,20.209,69.007,74.945,P14,J
1100.95,100.817,10.143,27.307,1.792,1.792,2.209,89.095,89.095,103.592,5.422,5.676,6.339,5.738,5.738,4.428,5.868,23.393,68.458,74.35,P14,J
1101.0,98.545,9.971,26.285,1.769,1.769,2.183,88.359,88.359,103.095,5.693,5.891,6.854,6.298,6.298,4.767,6.207,24.262,67.909,73.755,P14,J
1101.05,94.937,9.634,25.645,1.755,1.755,2.167,87.527,87.527,102.533,5.965,6.114,7.37,6.639,6.639,4.973,6.545,26.579,67.357,73.157,P14,J
1101.1,89.805,9.275,25.298,1.76,1.76,2.172,86.695,86.695,101.972,6.236,6.228,8.091,6.98,6.98,5.18,6.883,28.601,66.804,72.559,P14,J
1101.15,85.886,9.0,24.996,1.766,1.766,2.179,85.653,85.653,101.268,6.507,6.464,8.551,7.203,7.203,5.315,7.221,30.766,66.251,71.96,P14,J
1101.2,84.717,8.833,24.453,1.763,1.763,2.176,84.402,84.402,100.423,6.778,6.834,8.872,7.308,7.308,5.379,7.559,34.339,65.696,71.359,P14,J
1101.25,83.901,8.743,23.574,1.765,1.765,2.178,83.151,83.151,99.578,7.049,7.226,9.038,7.414,7.414,5.443,7.897,36.937,65.141,70.758,P14,J
1101.3,82.938,8.693,22.606,1.791,1.791,2.208,81.602,81.602,98.532,7.32,7.499,9.204,7.818,7.818,5.688,8.118,40.465,64.596,70.168,P14,J
1101.35,82.939,8.656,21.949,1.834,1.834,2.257,80.053,80.053,97.486,7.591,7.783,9.036,8.222,8.222,5.933,8.729,42.754,64.051,69.578,P14,J
1101.4,83.132,8.63,21.723,1.888,1.888,2.318,79.033,79.033,96.797,7.862,8.077,8.741,8.517,8.517,6.111,9.051,44.341,63.51,68.993,P14,J
1101.45,83.038,8.611,21.693,1.951,1.951,2.39,78.542,78.542,96.465,8.133,8.54,8.536,8.702,8.702,6.224,9.217,44.343,62.973,68.411,P14,J
1101.5,83.233,8.58,21.657,2.008,2.008,2.454,78.051,78.051,96.133,8.404,8.863,8.395,8.888,8.888,6.336,9.217,44.343,62.436,67.829,P14,J
1101.55,83.729,8.526,21.66,2.033,2.033,2.483,77.833,77.833,95.986,8.675,9.029,8.395,9.053,9.053,6.436,9.217,44.343,62.27,67.649,P14,J
1101.6,84.16,8.469,21.777,2.022,2.022,2.47,77.616,77.616,95.839,9.029,9.546,8.395,9.218,9.218,6.536,9.217,45.163,62.104,67.47,P14,J
1101.65,84.539,8.445,21.901,1.987,1.987,2.431,77.328,77.328,95.644,9.372,9.908,8.241,9.352,9.352,6.617,9.217,47.704,61.929,67.281,P14,J
1101.7,84.938,8.451,21.903,1.94,1.94,2.377,76.971,76.971,95.403,9.869,9.968,8.551,9.455,9.455,6.68,9.385,48.588,61.746,67.082,P14,J
1101.75,85.33,8.458,21.821,1.905,1.905,2.337,76.614,76.614,95.162,10.362,10.093,8.872,9.557,9.557,6.742,9.557,49.482,61.563,66.884,P14,J
1101.8,85.726,8.446,21.769,1.896,1.896,2.327,75.219,75.219,94.22,10.856,10.475,9.204,9.734,9.734,6.849,9.91,50.392,61.371,66.676,P14,J
1101.85,86.12,8.424,21.754,1.898,1.898,2.329,73.824,73.824,93.278,11.351,10.672,9.55,9.911,9.911,6.956,10.276,52.272,61.179,66.468,P14,J
1101.9,86.494,8.401,21.687,1.896,1.896,2.327,72.744,72.744,92.549,11.846,10.872,9.727,10.17,10.17,7.113,10.464,53.643,60.975,66.248,P14,J
1101.95,86.873,8.376,21.532,1.894,1.894,2.325,71.979,71.979,92.032,12.343,11.075,10.282,10.51,10.51,7.319,10.655,57.273,60.76,66.015,P14,J
1102.0,87.19,8.35,21.348,1.895,1.895,2.326,71.214,71.214,91.515,13.09,11.179,11.272,10.85,10.85,7.525,11.049,58.337,60.545,65.782,P14,J
1102.05,87.664,8.332,21.203,1.896,1.896,2.327,70.37,70.37,90.945,13.09,11.283,11.865,11.488,11.488,7.911,11.628,59.401,60.511,65.745,P14,J
1102.1,88.255,8.327,21.116,1.895,1.895,2.326,69.525,69.525,90.374,13.335,11.494,12.531,12.125,12.125,8.298,12.477,60.499,60.477,65.708,P14,J
1102.15,88.837,8.331,21.083,1.894,1.894,2.325,68.833,68.833,89.906,14.099,11.71,13.195,12.752,12.752,8.678,13.324,60.499,60.462,65.692,P14,J
1102.2,89.308,8.331,21.11,1.893,1.893,2.324,68.292,68.292,89.541,14.907,11.929,13.861,13.369,13.369,9.051,14.174,61.624,60.465,65.695,P14,J
1102.25,89.687,8.328,21.198,1.895,1.895,2.326,67.751,67.751,89.175,15.186,11.929,14.523,13.985,13.985,9.424,15.019,66.287,60.469,65.699,P14,J
1102.3,90.012,8.328,21.319,1.896,1.896,2.327,67.013,67.013,88.677,15.759,12.381,15.185,14.743,14.743,9.884,15.864,71.306,60.464,65.694,P14,J
1102.35,90.281,8.333,21.435,1.891,1.891,2.321,66.274,66.274,88.178,16.357,12.381,15.851,15.501,15.501,10.343,16.714,78.143,60.459,65.689,P14,J
1102.4,90.523,8.333,21.541,1.881,1.881,2.31,65.484,65.484,87.645,16.976,12.381,16.515,16.309,16.118,10.717,17.561,84.059,60.511,65.745,P14,J
1102.45,90.828,8.319,21.657,1.874,1.874,2.302,64.642,64.642,87.076,17.294,12.381,17.181,17.168,16.595,11.006,18.41,88.83,60.619,65.862,P14,J
1102.5,91.211,8.299,21.781,1.868,1.868,2.295,63.8,63.8,86.507,17.294,12.153,17.842,18.026,17.072,11.295,19.034,102.781,60.727,65.979,P14,J
1102.55,91.542,8.286,21.886,1.863,1.863,2.29,64.358,64.358,86.884,17.618,12.153,18.504,19.31,17.072,11.295,20.464,110.559,60.997,66.271,P14,J
1102.6,91.723,8.285,21.979,1.863,1.863,2.29,64.915,64.915,87.261,17.949,12.153,18.882,20.593,17.072,11.295,20.84,112.621,61.266,66.563,P14,J
1102.65,91.853,8.29,22.109,1.866,1.866,2.293,65.611,65.611,87.73,18.285,12.153,19.953,21.72,17.072,11.295,21.61,118.953,61.587,66.91,P14,J
1102.7,92.109,8.291,22.27,1.866,1.866,2.293,66.444,66.444,88.293,18.628,11.929,20.324,22.69,17.072,11.295,22.005,123.423,61.958,67.311,P14,J
1102.75,92.497,8.288,22.339,1.859,1.859,2.285,67.277,67.277,88.855,18.628,11.929,20.701,23.66,17.072,11.295,22.005,140.225,62.329,67.713,P14,J
1102.8,92.841,8.286,22.19,1.852,1.852,2.277,68.818,68.818,89.896,16.978,11.494,20.701,23.75,17.072,11.295,22.005,142.807,63.007,68.448,P14,J
1102.85,93.026,8.288,21.85,1.846,1.846,2.27,70.359,70.359,90.937,15.759,11.494,21.086,23.84,17.072,11.295,19.737,150.873,63.686,69.183,P14,J
1102.9,93.148,8.291,21.47,1.84,1.84,2.263,71.948,71.948,92.01,13.587,10.872,21.478,22.522,17.072,11.295,19.382,162.29,64.412,69.969,P14,J
1102.95,93.367,8.289,21.122,1.831,1.831,2.253,73.585,73.585,93.116,13.088,9.546,21.874,19.797,17.072,11.295,18.354,162.264,65.185,70.806,P14,J
1103.0,93.667,8.283,20.763,1.824,1.824,2.245,75.222,75.222,94.222,11.929,9.198,19.671,17.072,17.072,11.295,17.072,145.445,65.959,71.644,P14,J
1103.05,93.858,8.286,20.384,1.825,1.825,2.246,76.517,76.517,95.096,10.842,8.542,17.543,14.88,14.88,9.967,12.105,140.235,66.7,72.446,P14,J
1103.1,93.812,8.303,20.066,1.833,1.833,2.255,77.811,77.811,95.97,9.749,8.383,15.7,12.689,12.689,8.639,12.095,130.32,67.441,73.248,P14,J
1103.15,93.627,8.32,19.857,1.844,1.844,2.268,79.559,79.559,97.151,8.662,8.077,11.834,10.757,10.757,7.469,10.657,112.627,68.25,74.125,P14,J
1103.2,93.487,8.325,19.737,1.855,1.855,2.28,81.76,81.76,98.638,7.571,7.361,7.794,9.085,9.085,6.456,9.515,76.694,69.129,75.076,P14,J
1103.25,93.443,8.335,19.76,1.867,1.867,2.294,83.961,83.961,100.125,6.345,6.962,5.598,7.414,7.414,5.443,7.77,63.904,70.007,76.027,P14,J
1103.3,93.396,8.377,20.087,1.878,1.878,2.307,85.519,85.519,101.177,6.001,6.585,5.014,6.801,6.801,5.072,5.163,44.377,70.299,76.343,P14,J
1103.35,93.3,8.449,20.791,1.886,1.886,2.316,87.076,87.076,102.229,5.571,6.114,4.656,6.188,6.188,4.701,5.159,34.327,70.591,76.66,P14,J
1103.4,93.261,8.524,21.7,1.891,1.891,2.321,88.924,88.924,103.477,5.27,5.782,4.406,5.398,5.398,4.222,4.504,29.13,70.984,77.085,P14,J
1103.45,93.399,8.592,22.58,1.896,1.896,2.327,91.062,91.062,104.921,5.077,5.469,4.169,4.43,4.43,3.635,4.069,23.385,71.477,77.619,P14,J
1103.5,93.689,8.661,23.34,1.899,1.899,2.33,93.199,93.199,106.365,4.802,5.077,3.873,3.462,3.462,3.049,3.635,20.209,71.97,78.153,P14,J
1103.55,93.997,8.731,24.088,1.9,1.9,2.332,96.081,96.081,108.312,4.459,4.802,3.873,3.299,3.299,2.95,3.339,18.449,72.182,78.382,P14,J
1103.6,94.235,8.787,24.945,1.901,1.901,2.333,98.962,98.962,110.258,4.377,4.714,3.945,3.136,3.136,2.851,3.022,16.529,72.393,78.611,P14,J
1103.65,94.424,8.832,25.845,1.906,1.906,2.338,101.696,101.696,112.104,4.377,4.628,3.945,3.042,3.042,2.794,2.836,16.329,72.649,78.888,P14,J
1103.7,94.609,8.892,26.587,1.913,1.913,2.346,104.282,104.282,113.851,4.377,4.459,4.018,3.019,3.019,2.78,2.836,15.936,72.948,79.212,P14,J
1103.75,94.779,8.967,27.013,1.916,1.916,2.35,106.867,106.867,115.597,4.217,4.296,4.055,2.995,2.995,2.766,2.836,15.936,73.248,79.537,P14,J
1103.8,94.881,9.02,27.178,1.909,1.909,2.342,109.022,109.022,117.052,4.139,4.217,4.093,3.121,3.121,2.842,2.836,15.936,73.434,79.738,P14,J
1103.85,94.901,9.029,27.249,1.898,1.898,2.329,111.176,111.176,118.508,4.063,4.139,4.169,3.246,3.246,2.918,2.94,16.194,73.619,79.939,P14,J
1103.9,94.876,9.032,27.288,1.892,1.892,2.323,112.198,112.198,119.198,3.915,4.139,4.282,3.34,3.34,2.975,3.036,16.834,73.819,80.155,P14,J
1103.95,94.8,9.085,27.228,1.894,1.894,2.325,112.087,112.087,119.123,3.878,4.119,4.36,3.401,3.401,3.012,3.132,16.754,74.032,80.385,P14,J
1104.0,94.594,9.19,27.051,1.899,1.899,2.33,111.976,111.976,119.048,3.772,4.063,4.439,3.462,3.462,3.049,3.228,16.529,74.245,80.616,P14,J
1104.05,94.226,9.302,26.846,1.897,1.897,2.328,111.312,111.312,118.599,3.703,3.988,4.518,3.544,3.544,3.099,3.339,16.529,74.464,80.853,P14,J
1104.1,93.84,9.39,26.678,1.884,1.884,2.313,110.648,110.648,118.15,3.703,3.915,4.597,3.627,3.627,3.149,3.339,16.529,74.683,81.09,P14,J
1104.15,93.641,9.465,26.522,1.871,1.871,2.299,110.045,110.045,117.743,3.568,3.843,4.675,3.693,3.693,3.189,3.339,16.529,74.904,81.329,P14,J
1104.2,93.67,9.532,26.344,1.869,1.869,2.296,109.504,109.504,117.378,3.568,3.772,4.742,3.742,3.742,3.218,3.339,16.23,75.127,81.571,P14,J
1104.25,93.781,9.569,26.16,1.88,1.88,2.309,108.963,108.963,117.013,3.502,3.772,4.742,3.791,3.791,3.248,3.279,15.936,75.35,81.813,P14,J
1104.3,93.849,9.561,25.99,1.902,1.902,2.334,108.347,108.347,116.597,3.502,3.772,4.742,3.791,3.791,3.248,3.279,15.741,75.424,81.893,P14,J
1104.35,93.893,9.533,25.819,1.92,1.92,2.354,107.731,107.731,116.18,3.502,3.772,4.742,3.791,3.791,3.248,3.279,15.936,75.498,81.973,P14,J
1104.4,93.967,9.527,25.634,1.942,1.942,2.379,107.14,107.14,115.781,3.438,3.772,4.656,3.791,3.791,3.248,3.22,16.23,75.564,82.044,P14,J
1104.45,94.04,9.56,25.467,1.96,1.96,2.4,106.575,106.575,115.4,3.438,3.772,4.656,3.791,3.791,3.248,3.22,16.813,75.621,82.106,P14,J
1104.5,94.03,9.611,25.365,1.966,1.966,2.407,106.01,106.01,115.018,3.438,3.772,4.656,3.791,3.791,3.248,3.22,17.145,75.678,82.168,P14,J
1104.55,93.877,9.654,25.339,1.973,1.973,2.415,105.548,105.548,114.706,3.502,3.843,4.487,3.755,3.755,3.226,3.22,17.781,75.441,81.911,P14,J
1104.6,93.59,9.674,25.355,1.995,1.995,2.44,105.087,105.087,114.394,3.542,3.843,4.406,3.719,3.719,3.204,3.329,17.98,75.204,81.654,P14,J
1104.65,93.266,9.682,25.366,2.023,2.023,2.471,104.664,104.664,114.109,3.703,3.915,4.574,3.722,3.722,3.206,3.405,18.111,74.908,81.334,P14,J
1104.7,93.041,9.699,25.352,2.036,2.036,2.486,104.281,104.281,113.85,3.703,3.915,4.781,3.765,3.765,3.232,3.482,17.783,74.553,80.95,P14,J
